contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,T,Expiry,Moneyness
SPY260227C00708000,2026-02-06 17:12:17+00:00,708.0,1.79,1.77,1.78,0.66999996,59.821423,616.0,3331,0.1175015008544922,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0283896295690813
SPY260227C00709000,2026-02-06 17:13:02+00:00,709.0,1.51,1.53,1.55,0.56,58.94737,1171.0,2407,0.11570098175048829,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0298421572944614
SPY260227C00710000,2026-02-06 17:11:02+00:00,710.0,1.38,1.32,1.33,0.44,46.80851,2315.0,8150,0.11362580718994139,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0312946850198415
SPY260227C00711000,2026-02-06 17:07:50+00:00,711.0,1.18,1.18,1.19,0.40999997,53.24675,182.0,1508,0.11322908264160156,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0327472127452215
SPY260227C00712000,2026-02-06 17:07:20+00:00,712.0,1.01,1.02,1.03,0.32,46.376812,214.0,2035,0.11188632263183593,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0341997404706016
SPY260227C00713000,2026-02-06 17:10:41+00:00,713.0,0.91,0.86,0.88,0.29000002,46.774197,99.0,2597,0.11036045898437499,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0356522681959817
SPY260227C00714000,2026-02-06 16:03:28+00:00,714.0,0.78,0.75,0.76,0.27999997,55.999992,154.0,1746,0.10932287170410156,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0371047959213617
SPY260227C00715000,2026-02-06 17:07:50+00:00,715.0,0.66,0.65,0.66,0.21000004,46.666676,1031.0,3311,0.10859045715332032,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0385573236467418
SPY260227C00716000,2026-02-06 17:07:50+00:00,716.0,0.57,0.57,0.58,0.16999999,42.499996,768.0,1093,0.10828528442382812,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0400098513721219
SPY260227C00717000,2026-02-06 17:07:20+00:00,717.0,0.49,0.49,0.5,0.120000005,32.43243,388.0,1331,0.10755286987304688,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.041462379097502
SPY260227C00718000,2026-02-06 16:34:52+00:00,718.0,0.44,0.41,0.42,0.120000005,37.5,23.0,1791,0.106454248046875,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.042914906822882
SPY260227C00719000,2026-02-06 16:34:57+00:00,719.0,0.38,0.35,0.37,0.109999985,40.74073,21.0,18510,0.106454248046875,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.044367434548262
SPY260227C00720000,2026-02-06 17:10:25+00:00,720.0,0.32,0.31,0.32,0.08,33.333336,126.0,3632,0.10608804077148437,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0458199622736422
SPY260227C00721000,2026-02-06 14:43:58+00:00,721.0,0.25,0.27,0.29,0.030000001,13.636364,21.0,1105,0.10669838623046876,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0472724899990222
SPY260227C00722000,2026-02-06 16:30:53+00:00,722.0,0.25,0.24,0.25,0.040000007,19.047623,51.0,2422,0.106454248046875,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0487250177244023
SPY260227C00723000,2026-02-06 16:41:44+00:00,723.0,0.22,0.21,0.22,0.060000002,37.5,12.0,1429,0.106454248046875,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0501775454497821
SPY260227C00724000,2026-02-06 16:10:35+00:00,724.0,0.2,0.19,0.2,0.049999997,33.33333,6.0,1363,0.10718666259765625,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0516300731751622
SPY260227C00725000,2026-02-06 17:09:57+00:00,725.0,0.17,0.16,0.17,0.019999996,14.285711,286.0,4241,0.10682045532226564,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0530826009005423
SPY260227C00726000,2026-02-06 16:25:37+00:00,726.0,0.16,0.15,0.16,0.030000001,23.076923,22.0,3659,0.10816321533203124,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0545351286259224
SPY260227C00727000,2026-02-06 14:31:23+00:00,727.0,0.13,0.13,0.14,0.019999996,18.181814,9.0,1101,0.10816321533203124,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0559876563513024
SPY260227C00728000,2026-02-06 17:03:52+00:00,728.0,0.12,0.12,0.13,0.019999996,19.999994,57.0,666,0.10938390625,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0574401840766825
SPY260227C00729000,2026-02-06 16:37:30+00:00,729.0,0.11,0.11,0.12,0.019999996,22.222216,103.0,1016,0.11036045898437499,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0588927118020626
SPY260227C00730000,2026-02-06 17:04:32+00:00,730.0,0.1,0.1,0.11,0.020000003,25.000004,100.0,8003,0.11109287353515623,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0603452395274426
SPY260227C00731000,2026-02-05 16:37:31+00:00,731.0,0.08,0.09,0.1,-0.010000005,-11.111116,41.0,1469,0.11182528808593749,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0617977672528227
SPY260227C00732000,2026-02-05 17:10:58+00:00,732.0,0.08,0.08,0.09,0.0,0.0,5.0,1175,0.11231356445312499,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0632502949782028
SPY260227C00733000,2026-02-06 16:14:42+00:00,733.0,0.09,0.07,0.08,0.020000003,28.571432,1.0,1118,0.1128018408203125,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0647028227035829
SPY260227C00734000,2026-02-06 16:34:57+00:00,734.0,0.08,0.07,0.08,-0.010000005,-11.111116,1.0,621,0.1147549462890625,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.066155350428963
SPY260227C00735000,2026-02-06 16:32:23+00:00,735.0,0.07,0.06,0.07,0.010000002,16.66667,26.0,5067,0.1147549462890625,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.067607878154343
SPY260227C00736000,2026-02-06 15:07:56+00:00,736.0,0.06,0.06,0.07,-0.030000005,-33.333336,9.0,2242,0.117196328125,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.069060405879723
SPY260227C00737000,2026-02-06 16:08:15+00:00,737.0,0.06,0.06,0.07,-0.010000002,-14.285716,5.0,591,0.11914943359374999,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0705129336051031
SPY260227C00738000,2026-02-06 15:26:19+00:00,738.0,0.05,0.05,0.06,0.010000002,25.000004,18.0,526,0.1186611572265625,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0719654613304832
SPY260227C00739000,2026-02-06 15:48:24+00:00,739.0,0.05,0.05,0.06,0.010000002,25.000004,14.0,602,0.1211025390625,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0734179890558633
SPY260227C00740000,2026-02-06 17:08:01+00:00,740.0,0.05,0.05,0.06,0.010000002,33.33334,4.0,5096,0.12305564453125001,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0748705167812433
SPY260227C00745000,2026-02-06 15:41:29+00:00,745.0,0.04,0.04,0.05,0.0,0.0,2.0,5474,0.129891513671875,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0821331554081435
SPY260227C00750000,2026-02-06 16:49:10+00:00,750.0,0.04,0.03,0.04,0.01,33.333336,2.0,1498,0.1362391064453125,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0893957940350438
SPY260227C00755000,2026-02-05 20:40:14+00:00,755.0,0.02,0.02,0.03,0.0,0.0,116.0,441,0.141610146484375,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.0966584326619442
SPY260227C00760000,2026-02-06 16:44:07+00:00,760.0,0.02,0.02,0.03,0.0,0.0,5.0,1900,0.15039912109375003,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1039210712888443
SPY260227C00765000,2026-02-05 16:44:48+00:00,765.0,0.02,0.02,0.03,-0.01,-33.333336,1.0,1059,0.159188095703125,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1111837099157447
SPY260227C00770000,2026-02-06 14:38:08+00:00,770.0,0.03,0.01,0.02,0.01,50.0,25.0,1084,0.161141201171875,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.118446348542645
SPY260227C00775000,2026-02-05 17:33:07+00:00,775.0,0.02,0.01,0.02,0.0,0.0,87.0,462,0.16993017578125003,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1257089871695454
SPY260227C00780000,2026-02-06 15:50:51+00:00,780.0,0.02,0.01,0.02,0.0,0.0,500.0,937,0.17774259765625,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1329716257964455
SPY260227C00785000,2026-01-27 15:49:44+00:00,785.0,0.01,0.01,0.02,0.0,0.0,1.0,693,0.18555501953124998,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1402342644233459
SPY260227C00790000,2026-02-06 14:52:27+00:00,790.0,0.02,0.01,0.02,0.0,0.0,2000.0,1422,0.19336744140625,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1474969030502462
SPY260227C00795000,2026-02-05 15:00:32+00:00,795.0,0.02,0.01,0.02,0.0,0.0,2.0,1350,0.20215641601562498,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1547595416771466
SPY260227C00800000,2026-02-06 16:08:34+00:00,800.0,0.01,0.01,0.02,0.0,0.0,102.0,2238,0.21094539062499998,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1620221803040467
SPY260227C00805000,2026-02-05 15:40:28+00:00,805.0,0.02,0.01,0.02,0.0,0.0,10.0,684,0.21875781249999998,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.169284818930947
SPY260227C00810000,2026-02-02 16:52:49+00:00,810.0,0.01,0.01,0.02,0.0,0.0,270.0,272,0.22657023437499998,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1765474575578474
SPY260227C00815000,2026-01-09 18:39:20+00:00,815.0,0.04,0.01,0.02,0.0,0.0,2.0,80,0.23438265625,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1838100961847475
SPY260227C00820000,2026-01-22 21:00:33+00:00,820.0,0.02,0.01,0.02,0.0,0.0,2.0,632,0.24024197265624997,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1910727348116479
SPY260227C00825000,2026-01-26 20:30:04+00:00,825.0,0.03,0.01,0.02,0.0,0.0,1.0,571,0.24805439453125,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.1983353734385482
SPY260227C00855000,2026-02-05 17:27:45+00:00,855.0,0.01,0.01,0.01,0.0,0.0,99.0,876,0.27735097656249996,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.24191120519995
SPY260227C00860000,2026-01-26 15:28:59+00:00,860.0,0.01,0.01,0.01,0.0,0.0,701.0,1050,0.28125718749999995,False,REGULAR,USD,0.0547945205479452,2026-02-27,1.2491738438268503
SPY260306C00500000,2026-02-06 15:22:42+00:00,500.0,187.41,188.16,190.96,-6.720001,-3.4615984,1.0,7,0.5960733752441407,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.7262638626900292
SPY260306C00505000,2026-01-23 14:45:00+00:00,505.0,185.79,183.2,186.01,0.0,0.0,2.0,2,0.5842326733398437,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.7335265013169295
SPY260306C00510000,2026-01-23 15:04:00+00:00,510.0,182.0,178.4,181.19,0.0,0.0,3.0,3,0.5839885351562499,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.7407891399438298
SPY260306C00515000,2026-01-29 15:32:54+00:00,515.0,175.74,173.63,176.26,0.0,0.0,2.0,4,0.579105771484375,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.7480517785707301
SPY260306C00520000,2026-02-04 18:25:56+00:00,520.0,166.51,168.51,171.15,0.0,0.0,10.0,18,0.5544478149414063,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.7553144171976304
SPY260306C00525000,2026-01-29 15:41:41+00:00,525.0,165.0,163.35,166.03,0.0,0.0,2.0,3,0.5278367529296876,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.7625770558245307
SPY260306C00530000,2026-01-30 15:01:32+00:00,530.0,164.17,158.33,161.12,0.0,0.0,51.0,59,0.5148974291992188,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.769839694451431
SPY260306C00535000,2026-02-03 18:33:06+00:00,535.0,153.56,153.56,156.17,0.0,0.0,18.0,14,0.5091601818847658,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.7771023330783312
SPY260306C00540000,2026-01-23 15:52:27+00:00,540.0,152.98,148.37,151.18,0.0,0.0,2.0,2,0.5658002404785156,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.7843649717052316
SPY260306C00550000,2026-02-05 17:59:28+00:00,550.0,133.03,138.67,141.48,0.0,0.0,2.0,32,0.5441940112304688,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.7988902489590322
SPY260306C00575000,2026-01-23 17:50:59+00:00,575.0,117.23,113.7,116.46,0.0,0.0,1.0,1,0.45691461059570315,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.8352034420935336
SPY260306C00595000,2026-01-30 18:55:50+00:00,595.0,99.36,94.16,96.81,0.0,0.0,1.0,4,0.4000914483642578,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.8642539966011348
SPY260306C00600000,2026-02-03 19:04:45+00:00,600.0,90.46,89.08,91.89,2.3499985,2.6671188,1.0,8,0.3852600537109374,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.871516635228035
SPY260306C00610000,2026-02-05 17:57:10+00:00,610.0,74.54,79.52,82.33,0.0,0.0,1.0,6,0.3629214099121094,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.8860419124818356
SPY260306C00615000,2026-02-03 18:13:31+00:00,615.0,75.09,74.64,77.45,-1.0400009,-1.3660855,2.0,5,0.3482731188964844,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.893304551108736
SPY260306C00620000,2026-02-06 15:23:49+00:00,620.0,67.78,69.99,72.73,5.84,9.428479,3.0,5,0.3373479351806641,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9005671897356362
SPY260306C00625000,2026-02-05 14:37:27+00:00,625.0,60.87,64.87,67.64,0.0,0.0,2.0,25,0.31690136230468746,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9078298283625366
SPY260306C00635000,2026-02-06 16:52:44+00:00,635.0,56.77,55.42,58.19,8.170002,16.810703,21.0,28,0.29242650939941395,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9223551056163372
SPY260306C00640000,2026-02-05 20:46:34+00:00,640.0,49.5,51.93,52.3,5.619999,12.807654,2.0,33,0.2541273318481446,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9296177442432374
SPY260306C00645000,2026-02-06 15:19:02+00:00,645.0,45.3,47.32,47.67,3.380001,8.062981,3.0,33,0.24356835540771482,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9368803828701376
SPY260306C00650000,2026-02-06 15:23:24+00:00,650.0,40.23,42.94,43.28,4.299999,11.967713,2.0,103,0.23657989990234374,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.944143021497038
SPY260306C00655000,2026-02-05 14:40:51+00:00,655.0,36.97,38.65,38.98,1.7200012,4.879436,1.0,15,0.229499892578125,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9514056601239382
SPY260306C00656000,2026-02-03 17:18:47+00:00,656.0,36.12,37.68,38.11,-3.9799995,-9.925186,1.0,1,0.22766885620117186,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9528581878493183
SPY260306C00657000,2026-02-05 16:29:31+00:00,657.0,31.56,36.81,37.21,0.0,0.0,25.0,27,0.22525799163818355,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9543107155746984
SPY260306C00659000,2026-02-04 16:15:27+00:00,659.0,36.05,34.95,35.32,0.0,0.0,3.0,3,0.21875781249999998,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9572157710254585
SPY260306C00660000,2026-02-06 16:48:44+00:00,660.0,34.05,34.3,34.55,4.449999,15.033779,6.0,856,0.21839160522460935,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9586682987508386
SPY260306C00662000,2026-02-04 15:55:27+00:00,662.0,34.43,32.47,32.96,0.0,0.0,14.0,18,0.21646901702880855,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9615733542015987
SPY260306C00663000,2026-02-05 18:54:33+00:00,663.0,25.59,31.66,32.04,0.0,0.0,3.0,12,0.2133867724609375,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9630258819269787
SPY260306C00664000,2026-02-04 20:53:08+00:00,664.0,31.24,30.81,31.23,0.0,0.0,3.0,5,0.2119524606323242,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9644784096523588
SPY260306C00665000,2026-02-05 19:47:51+00:00,665.0,27.22,29.78,30.01,2.7199993,11.102038,1.0,266,0.20401796966552732,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9659309373777388
SPY260306C00666000,2026-02-05 15:48:12+00:00,666.0,22.92,28.84,29.23,0.0,0.0,3.0,15,0.2029803823852539,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9673834651031189
SPY260306C00667000,2026-02-06 16:20:39+00:00,667.0,28.0,28.1,28.37,3.5300007,14.425831,300.0,74,0.2006000350952148,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.968835992828499
SPY260306C00668000,2026-02-05 20:25:39+00:00,668.0,26.5,27.25,27.54,4.75,21.83908,1.0,151,0.1986164123535156,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.970288520553879
SPY260306C00669000,2026-02-04 15:08:50+00:00,669.0,28.13,26.77,27.0,0.0,0.0,40.0,42,0.20084417327880855,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9717410482792591
SPY260306C00670000,2026-02-06 15:25:22+00:00,670.0,24.0,25.85,26.04,3.8500004,19.1067,19.0,149,0.19672434143066403,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9731935760046392
SPY260306C00672000,2026-02-06 16:49:21+00:00,672.0,24.09,24.2,24.44,5.59,30.216217,7.0,61,0.19294019958496095,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9760986314553993
SPY260306C00673000,2026-02-06 14:43:19+00:00,673.0,21.67,23.37,23.61,3.2700005,17.771742,20.0,58,0.19046830047607421,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9775511591807793
SPY260306C00674000,2026-02-06 15:17:09+00:00,674.0,20.81,22.6,22.82,2.3599987,12.791321,36.0,55,0.188484677734375,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9790036869061594
SPY260306C00675000,2026-02-06 15:56:41+00:00,675.0,21.3,21.86,22.03,5.0199986,30.835371,33.0,286,0.18637898590087892,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9804562146315394
SPY260306C00676000,2026-02-06 16:17:31+00:00,676.0,20.76,20.91,21.17,4.51,27.753847,32.0,57,0.18320518951416015,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9819087423569195
SPY260306C00677000,2026-02-06 16:50:36+00:00,677.0,20.25,20.23,20.47,4.75,30.64516,867.0,171,0.18216760223388673,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9833612700822996
SPY260306C00678000,2026-02-06 16:21:51+00:00,678.0,19.6,19.73,19.91,4.6500006,31.103683,29.0,146,0.1828694995117187,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9848137978076796
SPY260306C00679000,2026-02-06 17:07:20+00:00,679.0,19.0,18.74,18.98,5.0200005,35.908447,146.0,544,0.17844449493408204,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9862663255330597
SPY260306C00680000,2026-02-06 16:49:11+00:00,680.0,17.96,18.15,18.28,4.239999,30.90378,198.0,1347,0.17701018310546873,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9877188532584398
SPY260306C00681000,2026-02-06 16:24:50+00:00,681.0,17.12,17.34,17.54,3.9900007,30.388428,93.0,276,0.1749350085449219,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9891713809838198
SPY260306C00682000,2026-02-06 17:07:18+00:00,682.0,16.8,16.69,16.87,4.249999,33.864532,171.0,450,0.17362276580810548,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9906239087091998
SPY260306C00683000,2026-02-06 17:07:19+00:00,683.0,16.1,15.84,16.02,4.0600004,33.720932,121.0,320,0.16983862396240235,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9920764364345799
SPY260306C00684000,2026-02-06 17:08:00+00:00,684.0,15.48,15.3,15.45,4.089999,35.908684,379.0,247,0.1695944857788086,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.99352896415996
SPY260306C00685000,2026-02-06 17:06:25+00:00,685.0,14.65,14.53,14.69,4.3999996,42.926826,229.0,1241,0.16669534484863285,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.99498149188534
SPY260306C00686000,2026-02-06 16:40:59+00:00,686.0,13.91,13.85,14.11,3.9099998,39.1,511.0,241,0.16602396484375004,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9964340196107201
SPY260306C00687000,2026-02-06 17:12:11+00:00,687.0,13.45,13.16,13.23,3.8000002,39.378242,362.0,420,0.1612937875366211,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9978865473361002
SPY260306C00688000,2026-02-06 17:12:51+00:00,688.0,12.75,12.67,12.7,3.3999996,36.363632,142.0,1396,0.1609580975341797,True,REGULAR,USD,0.07397260273972603,2026-03-06,0.9993390750614802
SPY260306C00689000,2026-02-06 16:56:05+00:00,689.0,11.78,11.91,11.95,3.4499998,41.416565,52.0,414,0.15760119750976562,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0007916027868602
SPY260306C00690000,2026-02-06 17:10:45+00:00,690.0,11.55,11.4,11.43,3.8500004,50.000004,325.0,1665,0.1570518865966797,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0022441305122403
SPY260306C00691000,2026-02-06 16:33:57+00:00,691.0,10.82,10.8,10.83,3.3199997,44.266663,179.0,1482,0.15531240203857422,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0036966582376203
SPY260306C00692000,2026-02-06 17:11:55+00:00,692.0,10.28,10.12,10.15,3.2799997,46.85714,231.0,951,0.15235222656250003,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0051491859630004
SPY260306C00693000,2026-02-06 17:05:33+00:00,693.0,9.52,9.49,9.52,2.7600002,40.828407,97.0,1245,0.14984981018066407,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0066017136883805
SPY260306C00694000,2026-02-06 17:07:15+00:00,694.0,9.01,8.94,8.97,2.5600004,39.68993,90.0,616,0.14818661880493167,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0080542414137605
SPY260306C00695000,2026-02-06 17:07:23+00:00,695.0,8.6,8.37,8.4,2.5900002,43.09484,315.0,2013,0.14606566833496093,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0095067691391406
SPY260306C00696000,2026-02-06 16:35:29+00:00,696.0,7.91,7.9,7.93,2.2399998,39.50617,136.0,1098,0.14505859832763673,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0109592968645207
SPY260306C00697000,2026-02-06 17:10:05+00:00,697.0,7.53,7.46,7.49,2.4700003,48.814236,228.0,1216,0.144265149230957,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0124118245899008
SPY260306C00698000,2026-02-06 17:10:05+00:00,698.0,7.04,6.95,6.98,2.3200002,49.152546,61.0,420,0.14232730239868163,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0138643523152808
SPY260306C00699000,2026-02-06 16:15:52+00:00,699.0,6.39,6.47,6.5,1.8899999,41.999996,172.0,1384,0.14057255920410155,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.015316880040661
SPY260306C00700000,2026-02-06 17:11:55+00:00,700.0,6.06,5.9,5.93,1.96,47.80488,962.0,1492,0.1373072109985352,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.016769407766041
SPY260306C00701000,2026-02-06 16:32:26+00:00,701.0,5.42,5.47,5.5,1.5,38.265305,29.0,444,0.13572031280517582,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.018221935491421
SPY260306C00702000,2026-02-06 16:53:27+00:00,702.0,5.08,5.07,5.1,1.75,52.552555,190.0,841,0.13434703552246097,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.019674463216801
SPY260306C00703000,2026-02-06 17:11:02+00:00,703.0,4.8,4.72,4.75,1.4600003,43.712585,76.0,1082,0.13346203460693357,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0211269909421812
SPY260306C00704000,2026-02-06 16:45:55+00:00,704.0,4.27,4.33,4.36,1.47,52.5,73.0,712,0.13175306732177733,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0225795186675612
SPY260306C00705000,2026-02-06 17:12:55+00:00,705.0,3.94,3.94,3.96,1.24,45.925926,757.0,3287,0.1295863409423828,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.024032046392941
SPY260306C00706000,2026-02-06 17:06:25+00:00,706.0,3.61,3.64,3.66,1.2299998,51.68066,93.0,1198,0.12870134002685546,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0254845741183212
SPY260306C00707000,2026-02-06 16:51:08+00:00,707.0,3.29,3.36,3.37,1.03,45.575222,58.0,798,0.1277553045654297,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0269371018437012
SPY260306C00708000,2026-02-06 17:07:50+00:00,708.0,3.02,3.01,3.03,1.05,53.299488,109.0,1022,0.1256496127319336,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0283896295690813
SPY260306C00709000,2026-02-06 17:04:34+00:00,709.0,2.62,2.69,2.72,0.78999984,43.169388,218.0,1103,0.12375754180908202,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0298421572944614
SPY260306C00710000,2026-02-06 17:10:13+00:00,710.0,2.51,2.5,2.51,0.75,42.613636,1473.0,2495,0.1233608172607422,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0312946850198415
SPY260306C00711000,2026-02-06 16:49:34+00:00,711.0,2.17,2.19,2.21,0.6200001,40.000008,181.0,861,0.12098046997070314,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0327472127452215
SPY260306C00712000,2026-02-06 17:11:05+00:00,712.0,2.04,2.0,2.02,0.65,46.762592,292.0,1609,0.12043115905761718,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0341997404706016
SPY260306C00713000,2026-02-06 17:06:50+00:00,713.0,1.74,1.79,1.82,0.53,43.801647,229.0,1154,0.11939357177734375,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0356522681959817
SPY260306C00714000,2026-02-06 17:08:06+00:00,714.0,1.63,1.6,1.63,0.53,48.181812,267.0,1236,0.11823391540527343,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0371047959213617
SPY260306C00715000,2026-02-06 17:08:33+00:00,715.0,1.46,1.44,1.46,0.55,60.43956,267.0,1246,0.11725736267089844,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0385573236467418
SPY260306C00716000,2026-02-06 16:44:16+00:00,716.0,1.22,1.3,1.31,0.31,34.065933,293.0,756,0.11646391357421876,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.0400098513721219
SPY260306C00717000,2026-02-06 16:25:02+00:00,717.0,1.15,1.16,1.17,0.33999997,41.975304,373.0,930,0.11560942993164064,False,REGULAR,USD,0.07397260273972603,2026-03-06,1.041462379097502
